user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
20120800_S1D_7	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.65	0.97	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.65	0.97	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 96.47, 0.59; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.31, 0.82; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.9, 0.77; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.38, 0.54; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.93, 0.29	97.71	11	N/A	N/A
20120800_S1D_9	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	99.81	0.91	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	99.81	0.91	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 89.92, 0.74; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 89.05, 0.84; GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 81.49, 0.64; GCA_003162655.1, s__Methanobacterium_B sp003162655, 95.0, 81.28, 0.62; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 79.61, 0.52; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.31, 0.23; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 77.98, 0.28	58.66	11	N/A	N/A
20120800_S1X_7	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.72	0.95	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.72	0.95	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 96.75, 0.59; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.47, 0.83; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.98, 0.84; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.5, 0.57; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.15, 0.31	94.57	11	N/A	N/A
20120800_S2X_12	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.02	0.97	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.02	0.97	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 97.3, 0.65; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.95, 0.88; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.51, 0.89; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.24, 0.64; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.05, 0.33	97.71	11	N/A	N/A
20130700_C1D_1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	ANI	N/A	GCF_000327485.1, s__Methanoregula formicica, 95.0, 79.04, 0.37; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 79.04, 0.31; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 78.85, 0.31; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 78.73, 0.42; GCA_002067035.1, s__Methanoregula sp002067035, 95.0, 78.69, 0.33; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 78.67, 0.37; GCA_013331015.1, s__Methanoregula sp11803u, 95.0, 78.28, 0.28; GCA_012798365.1, s__Methanoregula sp012798365, 95.0, 78.21, 0.27; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.16, 0.31; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 78.04, 0.23; GCA_903832665.1, s__Methanoregula sp903832665, 95.0, 78.0, 0.31; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 77.83, 0.22; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 77.57, 0.29; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 77.56, 0.24; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.49, 0.25; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 77.41, 0.17; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.3, 0.2; GCA_015660885.1, s__Methanoregula sp015660885, 95.0, 77.26, 0.2; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 77.24, 0.24; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.22, 0.14; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 77.05, 0.16	74.02	11	0.9468779035848651	N/A
20130700_C1D_17	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	GCA_003157895.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	99.07	0.84	GCA_003157895.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	99.07	0.84	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 82.0, 0.6; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 80.66, 0.44; GCA_002067035.1, s__Methanoregula sp002067035, 95.0, 79.79, 0.53; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 79.22, 0.38; GCA_013331015.1, s__Methanoregula sp11803u, 95.0, 78.8, 0.26; GCF_000327485.1, s__Methanoregula formicica, 95.0, 78.6, 0.33; GCA_012798365.1, s__Methanoregula sp012798365, 95.0, 78.47, 0.27; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 78.45, 0.24; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 78.39, 0.25; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 78.31, 0.23; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.08, 0.31; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 77.94, 0.28; GCA_903832665.1, s__Methanoregula sp903832665, 95.0, 77.84, 0.3; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 77.49, 0.21; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 77.45, 0.25; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.35, 0.21; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.21, 0.2; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.21, 0.19; GCA_015660885.1, s__Methanoregula sp015660885, 95.0, 77.19, 0.23; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 77.1, 0.18	57.27	11	N/A	N/A
20130700_C1M_3	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	GCA_003157895.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	99.26	0.82	GCA_003157895.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	99.26	0.82	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 82.25, 0.61; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 81.2, 0.45; GCA_002067035.1, s__Methanoregula sp002067035, 95.0, 79.81, 0.53; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 79.2, 0.37; GCF_000327485.1, s__Methanoregula formicica, 95.0, 78.81, 0.34; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 78.67, 0.27; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 78.48, 0.24; GCA_013331015.1, s__Methanoregula sp11803u, 95.0, 78.46, 0.27; GCA_012798365.1, s__Methanoregula sp012798365, 95.0, 78.44, 0.26; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 78.22, 0.24; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 78.08, 0.25; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.03, 0.32; GCA_903832665.1, s__Methanoregula sp903832665, 95.0, 77.96, 0.32; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 77.69, 0.21; GCA_015660885.1, s__Methanoregula sp015660885, 95.0, 77.54, 0.23; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.52, 0.22; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 77.51, 0.24; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.4, 0.19; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 77.37, 0.16; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.35, 0.17	72.2	11	N/A	N/A
20130700_C2M_14	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	98.43	0.94	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	98.43	0.94	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 90.45, 0.8; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 89.68, 0.88; GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 81.54, 0.7; GCA_003162655.1, s__Methanobacterium_B sp003162655, 95.0, 81.14, 0.53; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 79.62, 0.56; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.2, 0.28; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.13, 0.26	50.94	11	N/A	N/A
20130700_C2X_2	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	GCA_003157895.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	99.33	0.81	GCA_003157895.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	99.33	0.81	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 82.51, 0.6; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 81.28, 0.44; GCA_002067035.1, s__Methanoregula sp002067035, 95.0, 80.33, 0.53; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 79.84, 0.39; GCF_000327485.1, s__Methanoregula formicica, 95.0, 79.33, 0.34; GCA_013331015.1, s__Methanoregula sp11803u, 95.0, 79.27, 0.27; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 79.24, 0.24; GCA_012798365.1, s__Methanoregula sp012798365, 95.0, 78.95, 0.27; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 78.87, 0.25; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.59, 0.34; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 78.45, 0.27; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 78.32, 0.24; GCA_903832665.1, s__Methanoregula sp903832665, 95.0, 78.23, 0.32; GCA_015660885.1, s__Methanoregula sp015660885, 95.0, 78.05, 0.25; GCF_000017625.1, s__Methanoregula boonei, 95.0, 78.01, 0.25; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 77.93, 0.24; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.86, 0.22; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 77.57, 0.18; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 77.48, 0.21; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.4, 0.19	79.46	11	N/A	N/A
20130700_C2Y_3	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	GCA_003157895.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	98.92	0.87	GCA_003157895.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	98.92	0.87	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 82.85, 0.65; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 81.42, 0.44; GCA_002067035.1, s__Methanoregula sp002067035, 95.0, 80.92, 0.61; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 79.98, 0.45; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 79.79, 0.27; GCA_013331015.1, s__Methanoregula sp11803u, 95.0, 79.69, 0.31; GCF_000327485.1, s__Methanoregula formicica, 95.0, 79.53, 0.45; GCA_012798365.1, s__Methanoregula sp012798365, 95.0, 79.14, 0.34; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 79.11, 0.3; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 79.0, 0.39; GCA_903832665.1, s__Methanoregula sp903832665, 95.0, 78.45, 0.38; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 78.44, 0.29; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 78.36, 0.34; GCF_000017625.1, s__Methanoregula boonei, 95.0, 78.32, 0.3; GCA_015660885.1, s__Methanoregula sp015660885, 95.0, 78.23, 0.29; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 78.06, 0.33; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 77.93, 0.24; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 77.78, 0.2; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.73, 0.27; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.51, 0.21	85.09	11	N/A	N/A
20130700_E1D_6	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.57	0.96	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.57	0.96	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.53, 0.87; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 89.0, 0.9; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.22, 0.63; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.44, 0.62; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.22, 0.35	88.47	11	N/A	N/A
20130700_E1M_3	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.61	0.96	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.61	0.96	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.23, 0.87; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 88.67, 0.85; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 87.92, 0.64; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.32, 0.59; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.09, 0.32	87.58	11	N/A	N/A
20130700_E1S_5	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.74	0.94	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.74	0.94	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.62, 0.85; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 88.83, 0.88; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.41, 0.61; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.26, 0.59; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.15, 0.34	95.82	11	N/A	N/A
20130700_E1Y_15	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	GCA_003170935.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	98.61	0.8	GCA_003170935.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	98.61	0.8	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 81.83, 0.73; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 78.93, 0.4; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 78.7, 0.36; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 78.57, 0.37; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 78.18, 0.22	92.74	11	N/A	N/A
20130700_E1Z_12	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	GCA_003170935.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	98.91	0.85	GCA_003170935.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	98.91	0.85	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 81.13, 0.75; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 79.19, 0.38; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 78.77, 0.35; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 78.43, 0.38; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 78.21, 0.25	73.3	11	N/A	N/A
20130700_E2D_1	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.23	0.98	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.23	0.98	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 92.21, 0.94; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 90.03, 0.93; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.77, 0.73; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.52, 0.67; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.98, 0.41	67.14	11	N/A	N/A
20130700_E2Z_10	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	N/A	N/A	N/A	N/A	N/A	GCA_003141335.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003141335	89.26	0.7	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 81.24, 0.53; GCA_015660885.1, s__Methanoregula sp015660885, 95.0, 80.4, 0.54; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 79.27, 0.39; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 78.91, 0.32; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.68, 0.32; GCA_903832665.1, s__Methanoregula sp903832665, 95.0, 78.51, 0.29; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 78.46, 0.23; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 78.18, 0.23; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 78.11, 0.24; GCA_002067035.1, s__Methanoregula sp002067035, 95.0, 78.02, 0.2; GCA_013331015.1, s__Methanoregula sp11803u, 95.0, 77.98, 0.17; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 77.94, 0.2; GCA_012798365.1, s__Methanoregula sp012798365, 95.0, 77.82, 0.17; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.74, 0.21; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 77.6, 0.17; GCF_000327485.1, s__Methanoregula formicica, 95.0, 77.53, 0.2; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 77.35, 0.19; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.32, 0.14; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 77.28, 0.15; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 76.86, 0.16	78.01	11	0.9780626733538231	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
20130700_E3D_2	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	96.37	0.95	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	96.37	0.95	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 92.6, 0.94; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 89.92, 0.96; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.75, 0.73; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.56, 0.73; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.0, 0.42	70.93	11	N/A	N/A
