genome	taxonomy	completeness	contamination	subpathway	habitat
20120600_S2D_17	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003141095	98.72	0.43	"CAZy-Starch,butanoate_fermentation-acetyl_coa_pathway,fructose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,urea_degradation-all"	Bog
20120600_S2D_6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	86.84	2.06	"CAZy-Chitin,CAZy-Polyphenolics,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,nitrogen_redox-nitrogen_fixation"	Bog
20120700_P3D_87	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__	92.72	2.22	"CAZy-Amorphous_Cellulose,CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,chemotaxis-all,glycerol_degradation-glycerol,lactate_fermentation-all,mannose_degradation-all,sulfur_redox-dissimilatory_sulfur_oxidation,urea_degradation-all"	Bog
20120700_S1D_103	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA11386;g__;s__	83.71	2.87	"CAZy-Arabinose_cleavage,CAZy-Xyloglucan,chemotaxis-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all"	Bog
20120700_S1D_107	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinispirillaceae;g__BOG-1184;s__BOG-1184 sp003164335	94.44	1.1	"CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,galactose_degradation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,xylose_degradation-isomerase_pathway"	Bog
20120700_S1D_114	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003165075	87.72	1.72	"CAZy-Alpha_mannan,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-xylonate_hydratase_pathway"	Bog
20120700_S1D_115	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__Fen-671;s__	87.54	1.28	"CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Starch,CAZy-Xyloglucan,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,sucrose_degradation-all,sulfur_redox-dissimilatory_sulfur_oxidation,xylose_degradation-isomerase_pathway"	Bog
20120700_S1D_13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__Bog-366;s__Bog-366 sp003165615	85.98	6.96	"CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Starch,CAZy-Xylans,acetogenesis-simple,butanoate_fermentation-acetyl_coa_pathway,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,lactate_fermentation-all,lactose_degradation-all,reductive_glycine-acetyl_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20120700_S1D_25	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__Holophaga sp003165415	96.49	2.63	"CAZy-Beta_mannan,CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,acetogenesis-simple,butanoate_fermentation-acetyl_coa_pathway,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,nitrogen_redox-nitrogen_fixation,phosphorous_redox-assimilatory_phosphonate_oxidation,propionate_fermentation-acrylate_pathway,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction"	Bog
20120700_S1D_41	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__TOLSYN;s__	79.9	1.87	"CAZy-Alpha_mannan,CAZy-Chitin,CAZy-Polyphenolics,HPHB_DCHB-DCHB,butanoate_fermentation-acetyl_coa_pathway,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,lactate_fermentation-all,nitrogen_redox-nitrate_reduction,propionate_fermentation-acrylate_pathway,propionate_fermentation-succinate_pathway,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfate_reduction"	Bog
20120700_S1D_49	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	95.14	6.76	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,phosphorous_redox-assimilatory_phosphonate_oxidation,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20120700_S1D_52	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__Acidocella sp003164135	98.01	0.12	"CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,acetogenesis-simple,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,glycerol_degradation-glycerol,mannose_degradation-all,nitrogen_redox-nitric_oxide_oxidation,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all"	Bog
20120700_S1D_55	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__Bog-375 sp003164035	91.2	0	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,phosphorous_redox-assimilatory_phosphonate_oxidation,propionate_fermentation-succinate_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway,xylose_degradation-xylonate_hydratase_pathway"	Bog
20120700_S1D_57	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	85.38	0.86	"CAZy-Chitin,butanoate_fermentation-acetyl_coa_pathway,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,propionate_fermentation-succinate_pathway"	Bog
20120700_S1D_59	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp003164755	96.73	0	"CAZy-Starch,acetogenesis-simple,hydrogenotrophic_methanogenesis-all,methylotrophic_methanogenesis-h2_indep,nitrogen_redox-nitrogen_fixation"	Bog
20120700_S1D_60	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	88.88	0	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-xylonate_hydratase_pathway"	Bog
20120700_S1D_61	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__PALSA-1440;s__	84.46	7.31	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,Wood_Ljungdahl-acetogen,acetogenesis-simple,galactose_degradation-all,lactose_degradation-all,reductive_glycine-acetyl_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20120700_S1D_66	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003164275	85.49	3.85	"CAZy-Starch,CAZy-Xylans,butanoate_fermentation-acetyl_coa_pathway,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation"	Bog
20120700_S1D_73	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__	85.45	3.23	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction"	Bog
20120700_S1D_77	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	91.17	4.22	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,galactose_degradation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20120700_S1D_85	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	89.69	2.03	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Starch,CAZy-Xylans,acetogenesis-simple,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all"	Bog
20120700_S1D_89	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Palsa-1400;g__;s__	88.34	5.86	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,reductive_glycine-acetyl_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20120700_S1D_90	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	99.32	6.55	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,galactose_degradation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,phosphorous_redox-assimilatory_phosphonate_oxidation,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20120700_S1D_97	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SbD1;s__SbD1 sp003165235	92.23	2.74	"CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,HPHB_DCHB-DCHB,Wood_Ljungdahl-acetogen,butanoate_fermentation-acetyl_coa_pathway,chemotaxis-all,flagella_assembly-all,nitrogen_redox-nitrogen_fixation,phosphorous_redox-phosphite_oxidation,reductive_glycine-acetyl_pathway,sulfur_redox-dissimilatory_sulfate_reduction"	Bog
20120700_S1X_12	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-257;s__Bog-257 sp003160215	100	1.71	"CAZy-Chitin,CAZy-Polyphenolics,CAZy-Starch,Calvin_Benson-all,butanoate_fermentation-acetyl_coa_pathway,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all"	Bog
20120700_S1X_15	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Fen-178;s__	80.34	0	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20120700_S1X_2	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455;s__Fen-455 sp003139355	98.21	1.28	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20120700_S2X_13	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__BOG-1460;s__BOG-1460 sp003159675	95.61	4.05	"CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20120700_S3X_18	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Bog-793;s__Bog-793 sp003159795	98.29	1.28	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Starch,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,xylose_degradation-isomerase_pathway"	Bog
20120800_E1D_14	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003142015	95.81	0.86	"CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,butanoate_fermentation-acetyl_coa_pathway,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all"	Bog
20120800_E1D_18	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003142935	96.12	0.86	"CAZy-Amorphous_Cellulose,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all"	Bog
20120800_E1D_21	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__PALSA-1440;s__	90.7	5.88	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,flagella_assembly-all,galactose_degradation-all,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction"	Bog
20120800_E1D_7	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	87.16	4.64	"CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Starch,CAZy-Xylans,acetogenesis-simple,flagella_assembly-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sucrose_degradation-all,xylose_degradation-isomerase_pathway"	Bog
20120800_E1D_8	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	88.64	4.05	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xyloglucan,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,xylose_degradation-isomerase_pathway"	Bog
20120800_E3X_27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003170825	99.57	2.59	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all"	Bog
20120800_S3X_7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_A;s__Granulicella_A sp003138795	94.68	0.05	"CAZy-Chitin,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,acetogenesis-simple,fructose_degradation-all,nitrogen_redox-nitrogen_fixation,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all"	Bog
20130700_C1Y_13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__BOG-224;s__	91.26	0	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sucrose_degradation-all"	Bog
20130700_C2X_13	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__UBA8260;s__UBA8260 sp003142035	98.61	0	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Starch,chemotaxis-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,reductive_glycine-acetyl_pathway,xylose_degradation-isomerase_pathway"	Bog
20130700_P1Y_10	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__Palsa-1439;g__Palsa-1439;s__	91.89	3.75	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20130700_S2D_2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	88.51	1.72	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-isomerase_pathway"	Bog
20130700_S2Y_8	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	82.05	2.7	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,galactose_degradation-all,lactose_degradation-all,nitrogen_redox-nitric_oxide_oxidation,xylose_degradation-isomerase_pathway"	Bog
20130700_S3Z_1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__	98.08	0.85	"CAZy-Alpha_mannan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20130700_S3Z_17	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	99.15	1.28	"CAZy-Polyphenolics,butanoate_fermentation-acetyl_coa_pathway,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sulfur_redox-dissimilatory_sulfur_oxidation"	Bog
20140700_E14_11	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455;s__Fen-455 sp003140595	95.44	1.28	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Starch,CAZy-Xylans,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20140700_E22_12	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__UBA8260;s__UBA8260 sp003135255	95.83	0	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Starch,chemotaxis-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sulfur_redox-dissimilatory_sulfur_oxidation,xylose_degradation-isomerase_pathway"	Bog
20140700_S12_11	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	97.39	1.74	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,flagella_assembly-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all,xylose_degradation-xylonate_hydratase_pathway"	Bog
20140700_S15_2	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003138815	96.58	0.43	"CAZy-Starch,butanoate_fermentation-acetyl_coa_pathway,fructose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation"	Bog
